Store Name,Address,Contact,Latitude,Longitude,Store URL,formatted_address,street_number,route,locality,admin_area_3,admin_area_2,admin_area_1,country,country_code,postal_code,latitude,longitude,Shop ID
Torino Salbertrand,"Via Salbertrand, 67, 10146 Torino , TO","011/7493362, ",45.0811997,7.6363902,https://www.pampanorama.it/punti-vendita/torino-salbertrand,"Via Salbertrand, 67, 10146 Torino TO, Italy",67,Via Salbertrand,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10146.0,45.0812459,7.6363767,67e2d43cc1670104499c1984
Torino Peschiera,"Corso Peschiera 325, 10141 Torino , TO","011/0362012, ",45.073004,7.6274,https://www.pampanorama.it/punti-vendita/torino-peschiera,"Corso Peschiera, 325, 10141 Torino TO, Italy",325,Corso Peschiera,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10141.0,45.07300799999999,7.6273866,67e2d43cc1670104499c1989
Collegno,"V.le Piemonte, 32/34, 10093 Collegno , TO","011-19687912, ",45.0765991,7.5759702,https://www.pampanorama.it/punti-vendita/collegno,"Viale Piemonte, 15, 10093 Collegno TO, Italy",15,Viale Piemonte,Collegno,Collegno,Città Metropolitana di Torino,Piemonte,Italy,IT,10093.0,45.07655399999999,7.5759401,67e2d43cc1670104499c198e
Torino,"Strada Settimo Torinese, 371, 10099 San Mauro Torinese , TO","011/2230811, ",45.1183014,7.7386198,https://www.pampanorama.it/punti-vendita/torino,"Str. di Settimo, 336a, 10099 San Mauro Torinese TO, Italy",336a,Strada di Settimo,San Mauro Torinese,San Mauro Torinese,Città Metropolitana di Torino,Piemonte,Italy,IT,10099.0,45.1179615,7.739181599999999,67e2d43cc1670104499c1993
Leinì,"Viale Europa, 10040 Leinì , TO","011/9982189, ",45.1838989,7.7199998,https://www.pampanorama.it/punti-vendita/leini,"Viale Europa, 42 A, 10040 Leini TO, Italy",42 A,Viale Europa,Leini,Leini,Città Metropolitana di Torino,Piemonte,Italy,IT,10040.0,45.18400099999999,7.720057,67e2d43cc1670104499c1998
Venaria Reale,"Via Goito, 8, 10078 Venaria Reale , TO","0114591343, ",45.129724,7.63264,https://www.pampanorama.it/punti-vendita/pam-venaria-reale,"Via Goito, 11A, 10078 Venaria Reale TO, Italy",11A,Via Goito,Venaria Reale,Venaria Reale,Città Metropolitana di Torino,Piemonte,Italy,IT,10078.0,45.1296891,7.6326231,67e2d43cc1670104499c199d
Torino Potenza,"C.so Potenza, 60, 10149 Torino , TO","011/2629581, ",45.0942993,7.6564899,https://www.pampanorama.it/punti-vendita/torino-potenza,"Via Val della Torre, 69/A, 10149 Torino TO, Italy",69/A,Via Val della Torre,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10149.0,45.0941937,7.6565803,67e2d43cc1670104499c19a2
Torino Porpora,"Via Porpora, 38/bis C, 10154 Torino , TO","011/201030, ",45.0980988,7.6984801,https://www.pampanorama.it/punti-vendita/torino-porpora,"Via Nicola Porpora, 38 bis/C, 10154 Torino TO, Italy",38 bis/C,Via Nicola Porpora,Torino,Torino,Città Metropolitana di Torino,Piemonte,Italy,IT,10154.0,45.0980903,7.6984491,67e2d43cc1670104499c19a7
Piobesi Torinese,"Piazza Primo Maggio, 6, 10040 Piobesi Torinese , TO","0119657944, ",44.931292,7.61286,https://www.pampanorama.it/punti-vendita/pam-piobesi-torinese,"PIOBESI T.SE - P.za 1 Maggio 8, 10040 Piobesi Torinese TO, Italy",,,Piobesi Torinese,Piobesi Torinese,Città Metropolitana di Torino,Piemonte,Italy,IT,10040.0,44.93136,7.612859999999999,67e2d43cc1670104499c19ac
Rivarolo,"C.so Indipendenza, 50, 10086 Rivarolo Canavese , TO","0124/26738, ",45.3345985,7.7217498,https://www.pampanorama.it/punti-vendita/rivarolo,"C.so Indipendenza, 50, 10086 Rivarolo Canavese TO, Italy",50,Corso Indipendenza,Rivarolo Canavese,Rivarolo Canavese,Città Metropolitana di Torino,Piemonte,Italy,IT,10086.0,45.33472219999999,7.7219444,67e2d43cc1670104499c19b1
San Severo Terranova,"Via Terranova, SNC, 71016 San Severo , FG","0882 433780, ",41.68759,15.37,https://www.pampanorama.it/punti-vendita/san-severo-via-terranova-retail-pro,"Via C. Terranova, 61, 71016 San Severo FG, Italy",61,Via C. Terranova,San Severo,San Severo,Provincia di Foggia,Puglia,Italy,IT,71016.0,41.6877377,15.3702399,67e2d43cc1670104499c19b6
San Severo Togliatti,"Via Togliatti, 34, 71121 San Severo , FG","0882-248098, ",41.69444,15.37587,https://www.pampanorama.it/punti-vendita/san-severo-via-togliatti-retail-pro,"Via D'Orso, 13, 71016 San Severo FG, Italy",13,Via D'Orso,San Severo,San Severo,Provincia di Foggia,Puglia,Italy,IT,71016.0,41.69448,15.3758035,67e2d43dc1670104499c19bb
Craveggia,"Via Provinciale, 12, 28852 Craveggia , VB",", ",46.134546,8.326354,https://www.pampanorama.it/punti-vendita/pam-craveggia,"Via Provinciale, 10, 28855 Masera VB, Italy",10,Via Provinciale,Masera,Masera,Provincia del Verbano-Cusio-Ossola,Piemonte,Italy,IT,28855.0,46.1345725,8.32633,67e2d43dc1670104499c19c0
Guglionesi Molise,"Via Molise, SNC, 86034 Guglionesi , CB","0875 81878, ",41.91565,14.9188,https://www.pampanorama.it/punti-vendita/guglionesi-via-molise-retail-pro,"Via Basilicata, 10, 86034 Guglionesi CB, Italy",10,Via Basilicata,Guglionesi,Guglionesi,Provincia di Campobasso,Molise,Italy,IT,86034.0,41.9154832,14.9186313,67e2d43dc1670104499c19c5
Termoli Elba,"Via Elba, Snc, 86039 Termoli , CB",", ",41.99078,14.99448,https://www.pampanorama.it/punti-vendita/termoli-via-elba-retail-pro,"Via Elba, 28, 86039 Termoli CB, Italy",28,Via Elba,Termoli,Termoli,Provincia di Campobasso,Molise,Italy,IT,86039.0,41.9908387,14.9945625,67e2d43dc1670104499c19ca
Foggia Spagna,"Viale Spagna, 4 D/E/F, 71122 Foggia , FG","0881 662930, ",41.44571,15.5587,https://www.pampanorama.it/punti-vendita/foggia-via-spagna-retail-pro,"Viale Francia, 23, 71122 Foggia FG, Italy",23,Viale Francia,Foggia,Foggia,Provincia di Foggia,Puglia,Italy,IT,71122.0,41.445716,15.5586587,67e2d43dc1670104499c19cf
Foggia,"Via Annino Gentile, 60 - Angolo Via Lucera SNC, Foggia , FG",", ",41.468427,15.523006,https://www.pampanorama.it/punti-vendita/foggia,"Via Annino Gentile, 259, 71122 Foggia FG, Italy",259,Via Annino Gentile,,Foggia,Provincia di Foggia,Puglia,Italy,IT,71122.0,41.4684259,15.5231487,
Foggia Gentile,"Via Gentile, 9, 71122 Foggia , FG","0881 663577, ",41.43936,15.5584,https://www.pampanorama.it/punti-vendita/foggia-via-gentile-retail-pro,"Viale Giovanni Gentile, 5, 71122 Foggia FG, Italy",5,Viale Giovanni Gentile,Foggia,Foggia,Provincia di Foggia,Puglia,Italy,IT,71122.0,41.4394195,15.5582813,67e2d43dc1670104499c19d4
Arezzo San Lorentino,"Via M. Perennio, 23, 52100 Arezzo , AR","0575047924, ",43.4688988,11.8736,https://www.pampanorama.it/punti-vendita/arezzo-san-lorentino,"Via Marco Perennio, 23, 52100 Arezzo AR, Italy",23,Via Marco Perennio,Arezzo,Arezzo,Provincia di Arezzo,Toscana,Italy,IT,52100.0,43.468883,11.8735931,67e2d43dc1670104499c19d9
Arezzo Campo Marzio,"Via Calò, 12 - ang. Via Curina, 52100 Arezzo , AR","0575/354455, ",43.4616013,11.8964005,https://www.pampanorama.it/punti-vendita/arezzo-campo-marzio,"Via Antonio Curina, 36, 52100 Arezzo AR, Italy",36,Via Antonio Curina,Arezzo,Arezzo,Provincia di Arezzo,Toscana,Italy,IT,52100.0,43.4616581,11.896548,67e2d43dc1670104499c19de
San Giovanni Valdarno,"V.le Giotto, 28, 52027 San Giovanni Valdarno , AR","0559/121857, ",43.5676994,11.5398998,https://www.pampanorama.it/punti-vendita/san-giovanni-valdarno,"Viale Giotto, 28, 52027 San Giovanni Valdarno AR, Italy",28,Viale Giotto,San Giovanni Valdarno,San Giovanni Valdarno,Provincia di Arezzo,Toscana,Italy,IT,52027.0,43.5676295,11.5398452,67e2d43dc1670104499c19e3
Sansepolcro,"Via Montefeltro, 1/C, 52037 Sansepolcro , AR","0575/735493, ",43.5713005,12.1450996,https://www.pampanorama.it/punti-vendita/sansepolcro,"Ssp082 sansepolcro Centro Comm.Le, 52037 Sansepolcro AR, Italy",,,Sansepolcro,Sansepolcro,Provincia di Arezzo,Toscana,Italy,IT,52037.0,43.57117,12.1449824,67e2d43dc1670104499c19e8
Firenze Nazionale,"Via Nazionale, 108, 50123 Firenze , FI","055/9060558, ",43.75241,11.318558,https://www.pampanorama.it/punti-vendita/firenze-nazionale,"Via Roma, 108, 50012 Bagno A Ripoli FI, Italy",108,Via Roma,Bagno A Ripoli,Bagno a Ripoli,Città Metropolitana di Firenze,Toscana,Italy,IT,50012.0,43.7523905,11.31856,67e2d43dc1670104499c19ed
Firenze Mazzini,"Viale G. Mazzini, 15/R, Firenze , FI","055 – 1998 8470, ",43.7742596,11.2699218,https://www.pampanorama.it/punti-vendita/firenze-mazzini,"Via della Mattonaia, 70, 50121 Firenze FI, Italy",70,Via della Mattonaia,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50121.0,43.7742161,11.2699569,67e2d43dc1670104499c19f2
Firenze dei Mille,"Viale dei Mille, 62, 50131 Firenze , FI","0555300093, ",43.78412,11.27326,https://www.pampanorama.it/punti-vendita/firenze-viale-dei-mille,"Viale dei Mille, 60 rosso, 50131 Firenze FI, Italy",60 rosso,Viale dei Mille,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50131.0,43.7841072,11.2732309,67e2d43dc1670104499c19f7
Firenze Proconsolo,"Via del Proconsolo 85, Firenze , FI",", ",43.772128,11.257814,https://www.pampanorama.it/punti-vendita/firenze-proconsolo,"Via del Proconsolo, 85, 50122 Firenze FI, Italy",85,Via del Proconsolo,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50122.0,43.7721328,11.2578108,67e2d43dc1670104499c19fc
Firenze Cavour,"Via Cavour 64/R, 50121 Firenze , FI","055 0944672, ",43.7761993,11.2568998,https://www.pampanorama.it/punti-vendita/pam-local-cavour,"Via Camillo Cavour, 72 R, 50122 Firenze FI, Italy",72 R,Via Camillo Cavour,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50122.0,43.7761886,11.2569856,67e2d43dc1670104499c1a01
Firenze Ottaviani,"Piazza degli Ottaviani 13/R, 50123 Firenze , FI","055/5308553, ",43.7725983,11.2489004,https://www.pampanorama.it/punti-vendita/firenze-ottaviani,"Via Palazzuolo, 4 R, 50123 Firenze FI, Italy",4 R,Via Palazzuolo,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50123.0,43.7725665,11.248865,67e2d43dc1670104499c1a06
Firenze Francavilla,"Via Francavilla, 13/15, 50142 Firenze , FI","055/0518445, ",43.7733994,11.2242003,https://www.pampanorama.it/punti-vendita/firenze-francavilla,"Via Pietro Francavilla, 13/A, 50142 Firenze FI, Italy",13/A,Via Pietro Francavilla,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50142.0,43.7733485,11.2241984,67e2d43dc1670104499c1a0b
Firenze Legnaia,"Via Andrea da Pontedera, 30, 50143 Firenze , FI","0559061526, ",43.7683983,11.2110996,https://www.pampanorama.it/punti-vendita/firenze-legnaia,"Via Andrea da Pontedera, 32, 50143 Firenze FI, Italy",32,Via Andrea da Pontedera,Firenze,Firenze,Città Metropolitana di Firenze,Toscana,Italy,IT,50143.0,43.768337,11.2110142,67e2d43ec1670104499c1a10
Trento,"Via G. B. Trener, 16, 38121 Trento , TN","0461/821256, ",46.0936012,11.1146002,https://www.pampanorama.it/punti-vendita/trento,"Via del Brennero, 175, 38121 Trento TN, Italy",175,Via del Brennero,Trento,Trento,Provincia autonoma di Trento,Trentino-Alto Adige,Italy,IT,38121.0,46.0936262,11.1138397,67e2d43ec1670104499c1a15
Borgo San Lorenzo,"Piazza Gramsci, 12, 50032 Borgo San Lorenzo , FI","0555370524, ",43.954119,11.3891,https://www.pampanorama.it/punti-vendita/pam-borgo-san-lorenzo,"Piazza Antonio Gramsci, 11, 50032 Borgo San Lorenzo FI, Italy",11,Piazza Antonio Gramsci,Borgo San Lorenzo,Borgo San Lorenzo,Città Metropolitana di Firenze,Toscana,Italy,IT,50032.0,43.9541096,11.3890751,67e2d43ec1670104499c1a1a
Campi Bisenzio,"Via S.Quirico, 165, 50121 Firenze , FI","055/897651, ",43.8465996,11.1431999,https://www.pampanorama.it/punti-vendita/panorama-campi-bisenzio,"Via San Quirico, 165, 50013 Campi Bisenzio FI, Italy",165,Via San Quirico,Campi Bisenzio,Campi Bisenzio,Città Metropolitana di Firenze,Toscana,Italy,IT,50013.0,43.8466514,11.1431791,67e2d43ec1670104499c1a1f
Prato Ferrucci,"Via Ferrucci, 132, 59100 Prato , PO","0574/593356, ",43.873322,11.10517,https://www.pampanorama.it/punti-vendita/prato-ferrucci,"Via Emilio Boni, 2, 59100 Prato PO, Italy",2,Via Emilio Boni,Prato,Prato,Provincia di Prato,Toscana,Italy,IT,59100.0,43.8733443,11.1049534,67e2d43ec1670104499c1a24
Poggio a Caiano,"V.le Matteotti, 18, 59016 Poggio a Caiano , PO","055/8778939, ",43.8190002,11.0509996,https://www.pampanorama.it/punti-vendita/poggio-a-caiano,"Via Risorgimento, 301, 59016 Poggio a Caiano PO, Italy",301,Via Risorgimento,Poggio a Caiano,Poggio a Caiano,Provincia di Prato,Toscana,Italy,IT,59016.0,43.8188835,11.0505866,67e2d43ec1670104499c1a29
San Miniato,"Via Pestalozzi, 10/12, 56028 San Miniato , PI","0571/43763, ",43.6935005,10.8343,https://www.pampanorama.it/punti-vendita/san-miniato,"S.Miniato B. V.Pestalozzi Supermercato, 56028 San Miniato Basso PI, Italy",,,San Miniato Basso,San Miniato,Provincia di Pisa,Toscana,Italy,IT,56028.0,43.6935367,10.8344306,67e2d43ec1670104499c1a2e
Follonica,"Via Massetana - Loc. Le Corti Nuove, 58022 Follonica , GR","0566/264158, ",42.922699,10.7593002,https://www.pampanorama.it/punti-vendita/follonica,"Località Santa Corinna, 58022 Follonica GR, Italy",,,Follonica,Follonica,Provincia di Grosseto,Toscana,Italy,IT,58022.0,42.9226887,10.7593003,67e2d43ec1670104499c1a33
Grosseto Barberi,"Via De Barberi, 58100 Grosseto , GR","0564/417200, ",42.7560005,11.1162996,https://www.pampanorama.it/punti-vendita/grosseto-barberi,"Via Tito Speri, 42, 58100 Grosseto GR, Italy",42,Via Tito Speri,Grosseto,Grosseto,Provincia di Grosseto,Toscana,Italy,IT,58100.0,42.7559692,11.1162794,67e2d43ec1670104499c1a38
Grosseto Sabotino,"Via del Sabotino, 6, 58100 Grosseto , GR","0564/455318, ",42.7714005,11.1069002,https://www.pampanorama.it/punti-vendita/grosseto-sabotino,"Strada Statale 1 Vecchia Aurelia, 75, 58100 Grosseto GR, Italy",75,Strada Statale 1 Vecchia Aurelia,Grosseto,Grosseto,Provincia di Grosseto,Toscana,Italy,IT,58100.0,42.7713056,11.1069149,67e2d43ec1670104499c1a3d
Piove di Sacco,"Via Michiel, 5, 35028 Piove di Sacco , PD","0495841049, ",45.295187,12.03836,https://www.pampanorama.it/punti-vendita/pam-piove-di-sacco,"Via Michiel, 3, 35028 Piove di Sacco PD, Italy",3,Via Michiel,Piove di Sacco,Piove di Sacco,Provincia di Padova,Veneto,Italy,IT,35028.0,45.2952211,12.0383915,67e2d43ec1670104499c1a42
Padova Santa Croce,"P.tta S. Croce, 17/18, 35123 Padova , PD","049/8803222, ",45.3917007,11.8706999,https://www.pampanorama.it/punti-vendita/padova-santa-croce,"Piazzale Santa Croce, 29, 35124 Padova PD, Italy",29,Piazzale Santa Croce,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35124.0,45.391746,11.870544,67e2d43ec1670104499c1a47
Padova Corso Milano,"Corso Milano, 90, 1241 Padova , PD",", ",45.4110985,11.8670998,https://www.pampanorama.it/punti-vendita/padova-milano,"35137, Corso Milano, 96, 35139 Padova PD, Italy",96,Corso Milano,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35139.0,45.4111139,11.8671276,67e2d43ec1670104499c1a4c
Cadorna,"Via Cadorna, 22, 35123 Padova , PD",", ",45.39665,11.87042,https://www.pampanorama.it/punti-vendita/padova-cadorna,"Via Luigi Cadorna, 22A, 35123 Padova PD, Italy",22A,Via Luigi Cadorna,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35123.0,45.39661299999999,11.8704891,67e2d43ec1670104499c1a51
Umberto I,"Via Umberto I, 14, 35123 Padova , PD","0499863586, ",45.402832,11.8733511,https://www.pampanorama.it/punti-vendita/padova-umberto,"Via 20 Settembre, 37, 35122 Padova PD, Italy",37,Via 20 Settembre,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35122.0,45.4028674,11.8733737,67e2d43ec1670104499c1a56
Padova Mazzini,"Piazzale Mazzini, 10, 35137 Padova , PD","049 7300419, ",45.41378,11.87337,https://www.pampanorama.it/punti-vendita/padova-mazzini,"Piazzale Mazzini, 9, 35137 Padova PD, Italy",9,Piazzale Mazzini,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35137.0,45.4137582,11.8733532,67e2d43ec1670104499c1a5b
Padova Piazza delle Erbe,"Piazza delle Erbe, 19, 35122 Padova , PD",", ",45.4075012,11.8752003,https://www.pampanorama.it/punti-vendita/pam-erbe,"Sotto Il Salone, 8, 35122 Padova PD, Italy",8,Sotto Il Salone,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35122.0,45.4074506,11.8752281,67e2d43ec1670104499c1a60
Padova Garzeria,"P.tta Garzeria, 3, 35122 Padova , PD","049/657006, ",45.4075012,11.8774004,https://www.pampanorama.it/punti-vendita/padova-garzeria,"P.za della Garzeria, 2, 35121 Padova PD, Italy",2,Piazzetta della Garzeria,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35121.0,45.4075332,11.8773399,67e2d43fc1670104499c1a65
Padova San Francesco 32/B,"Via San Francesco, 32/B, 35121 Padova , PD",", ",45.4058991,11.8786001,https://www.pampanorama.it/punti-vendita/padova-sanfrancesco32,"Via S. Francesco, 28, 35123 Padova PD, Italy",28,Via San Francesco,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35123.0,45.405947,11.878636,67e2d43fc1670104499c1a6a
Padova San Francesco,"Via San Francesco, 181, 35121 Padova , PD","049 7446211, ",45.4021988,11.8834,https://www.pampanorama.it/punti-vendita/padova-sanfrancesco,"Via S. Francesco, 234, 35121 Padova PD, Italy",234,Via San Francesco,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35121.0,45.4022015,11.8833677,67e2d43fc1670104499c1a6f
Padova Altinate,"Via Altinate, 121, 35121 Padova , PD","049.9863591, ",45.4076996,11.8835001,https://www.pampanorama.it/punti-vendita/padova-altinate,"Via Altinate, 119, 35121 Padova PD, Italy",119,Via Altinate,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35121.0,45.4077117,11.8835056,67e2d43fc1670104499c1a74
Padova Scrovegni,"Via Enrico degli Scrovegni 20/22/24 – 35131 Padova (PD), Padova , PD",", pamlocal2022@pamfranchising.it",45.412617,11.885856,https://www.pampanorama.it/punti-vendita/padova-scrovegni,"Via Enrico degli Scrovegni, 22, 35131 Padova PD, Italy",22,Via Enrico degli Scrovegni,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35131.0,45.4125939,11.8858515,67e2d43fc1670104499c1a79
Padova Portello,"Via del Portello, 13, 35129 Padova , PD","049 9863554, ",45.4077988,11.8920002,https://www.pampanorama.it/punti-vendita/padova-portello,"Via del Portello, 10, 35129 Padova PD, Italy",10,Via del Portello,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35129.0,45.4077291,11.8920358,67e2d43fc1670104499c1a7e
Padova San Carlo,"Galleria San Carlo, 15 (zona Arcella), 35133 Padova , PD","049/8644761, ",45.4300995,11.8900003,https://www.pampanorama.it/punti-vendita/padova-san-carlo,"Via Antonio Zanchi, 11, 35133 Padova PD, Italy",11,Via Antonio Zanchi,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35133.0,45.4301206,11.8899725,67e2d43fc1670104499c1a83
Padova Grassi,"Via Maroncelli, 25 - ang. via A. Grassi, 35129 Padova , PD","0497300406, ",45.414148,11.902386,https://www.pampanorama.it/punti-vendita/padova-grassi,"Via Pietro Maroncelli, 23, 35129 Padova PD, Italy",23,Via Pietro Maroncelli,Padova,Padova,Provincia di Padova,Veneto,Italy,IT,35129.0,45.4139066,11.9022193,67e2d43fc1670104499c1a88
Enrico degli Scrovegni,"Via Enrico degli Scrovegni 20,22,24 35131 Padova, Padova , PD","3426160172, pamlocal2022@pamfranchising.it",45.435418,11.950242,https://www.pampanorama.it/punti-vendita/pam-local-enrico-degli-scrovegni,"Via Germania, 17, 35010 Vigonza PD, Italy",17,Via Germania,,Vigonza,Provincia di Padova,Veneto,Italy,IT,35010.0,45.4353929,11.9500734,
Livorno Corea,"P.zza Saragat, 10/2, 57121 Livorno , LI","0586/423481, ",43.5634995,10.3262997,https://www.pampanorama.it/punti-vendita/livorno-corea,"Piazza Giuseppe Saragat, 10, 57121 Livorno LI, Italy",10,Piazza Giuseppe Saragat,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57121.0,43.5634995,10.3261986,67e2d43fc1670104499c1a8d
Livorno,"Piazza Grande, 33/37, 57123 Livorno , LI","02/55196003, ",43.5503998,10.3066998,https://www.pampanorama.it/punti-vendita/pam-local-livorno,"Via Fiume, 71, 57123 Livorno LI, Italy",71,Via Fiume,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57123.0,43.5504891,10.3065779,67e2d43fc1670104499c1a92
Livorno Capuccini,"Borgo Cappuccini 24, Livorno, Livorno , LI",", ",43.54595214124554,10.304985328836148,https://www.pampanorama.it/punti-vendita/pam-local-livorno-capiccini,"Borgo dei Cappuccini, 22, 57126 Livorno LI, Italy",22,Borgo dei Cappuccini,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57126.0,43.5459694,10.3049519,67e2d43fc1670104499c1a97
Livorno Corso Amedeo,"Corso Amedeo, 227, 57125 Livorno , LI",", ",43.548544,10.317191,https://www.pampanorama.it/punti-vendita/pam-local-livorno-corso-amedeo,"Corso Amedeo, 227, 57125 Livorno LI, Italy",227,Corso Amedeo,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57125.0,43.5485443,10.3172037,67e2d43fc1670104499c1a9c
Livorno Roma,"Via del Bosco - ang. Via Roma, 57126 Livorno , LI","0586/808306, ",43.542099,10.3132,https://www.pampanorama.it/punti-vendita/livorno-roma,"Via Roma, 43, 57126 Livorno LI, Italy",43,Via Roma,Livorno,Livorno,Provincia di Livorno,Toscana,Italy,IT,57126.0,43.5421077,10.3132201,67e2d43fc1670104499c1aa1
Spinea,"Via delle Industrie, 10/B, 30038 Venezia , VE","041/5413761, ",45.4931984,12.1455002,https://www.pampanorama.it/punti-vendita/spinea,"Via delle Industrie, 12, 30038 Spinea VE, Italy",12,Via delle Industrie,Spinea,Spinea,Città Metropolitana di Venezia,Veneto,Italy,IT,30038.0,45.4931815,12.1453891,67e2d43fc1670104499c1aa6
Oriago,"Via Venezia 216, Oriago , VE","0418944714, ",45.453454,12.177968,https://www.pampanorama.it/punti-vendita/pam-oriago,"Oriago Romagna, 30034 Oriago VE, Italy",,,Oriago,Mira,Città Metropolitana di Venezia,Veneto,Italy,IT,30034.0,45.453426,12.177616,67e2d43fc1670104499c1aab
Marghera,"Via S. Orsato, 13, 30100 Venezia , VE","041/2584211, ",45.4693985,12.2400999,https://www.pampanorama.it/punti-vendita/panorama-marghera,"F69R+Q2 Venice, Metropolitan City of Venice, Italy",,,Venice,Venice,Metropolitan City of Venice,Veneto,Italy,IT,,45.4693985,12.2400999,67e2d43fc1670104499c1ab0
Mestre Popolo,"C.so del Popolo, 209, 30172 Venezia , VE","041/5310448, ",45.4833984,12.2405005,https://www.pampanorama.it/punti-vendita/mestre-popolo,"Corso del Popolo, 116, 30172 Venezia VE, Italy",116,Corso del Popolo,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30172.0,45.4834118,12.2405181,67e2d43fc1670104499c1ab5
Mestre local Popolo,"Corso del popolo 54/B, 30172 Mestre , VE","0419654617, ",45.488219,12.243083,https://www.pampanorama.it/punti-vendita/mestre-local-popolo,"Corso del Popolo, 54B, 30172 Venezia VE, Italy",54B,Corso del Popolo,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30172.0,45.4882961,12.2430038,67e2d440c1670104499c1aba
Mestre Barche,"P.zza XXVII ottobre, 1, 30172 Venezia , VE","041/956670, ",45.4920006,12.2428999,https://www.pampanorama.it/punti-vendita/mestre-barche,"Galleria Teatro Vecchio, 5, 30172 Venezia VE, Italy",5,Galleria Teatro Vecchio,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30172.0,45.4919452,12.242777,67e2d440c1670104499c1abf
Mestre local Garibaldi,"Viale Garibaldi, 61/b, 30170 Mestre , VE","0415349291, ",45.4995995,12.2442999,https://www.pampanorama.it/punti-vendita/mestre-local-garibaldi,"Via Santa Maria dei Battuti, 5, 30173 Venezia VE, Italy",5,Via Santa Maria dei Battuti,Venezia,Venezia,Città Metropolitana di Venezia,Veneto,Italy,IT,30173.0,45.4995214,12.2442367,67e2d440c1670104499c1ac4
Vicenza Trento,"Viale Trento - ang. Via Pecori Giraldi, 36100 Vicenza , VI","0444/288396, ",45.5551987,11.5222998,https://www.pampanorama.it/punti-vendita/vicenza-trento,"Via Brigata Liguria, 6, 36100 Vicenza VI, Italy",6,Via Brigata Liguria,Vicenza,Vicenza,Provincia di Vicenza,Veneto,Italy,IT,36100.0,45.55510810000001,11.5221858,67e2d440c1670104499c1ac9
Lucca San Paolino,"Via San Paolino 16/18, 55100 Lucca , LU",", ",43.8428993,10.5017996,https://www.pampanorama.it/punti-vendita/lucca-paolino,"Via S. Paolino, 16, 55100 Lucca LU, Italy",16,Via San Paolino,Lucca,Lucca,Provincia di Lucca,Toscana,Italy,IT,55100.0,43.8429592,10.5018418,67e2d440c1670104499c1ace
Viareggio Risorgimento,"Largo Risorgimento, 13, 55049 Viareggio , LU","0584/1760181, ",43.868415,10.257329,https://www.pampanorama.it/punti-vendita/pam-viareggio-risorgimento-1,"Largo Risorgimento, 13, 55049 Viareggio LU, Italy",13,Largo Risorgimento,Viareggio,Viareggio,Provincia di Lucca,Toscana,Italy,IT,55049.0,43.8685072,10.2573483,67e2d440c1670104499c1ad3
Treviso,"Via Zorzetto, 12, 31100 Treviso , TV","0422/583913, ",45.6638985,12.2449999,https://www.pampanorama.it/punti-vendita/treviso,"Corso del Popolo, 48, 31100 Treviso TV, Italy",48,Corso del Popolo,Treviso,Treviso,Provincia di Treviso,Veneto,Italy,IT,31100.0,45.6638919,12.2451105,67e2d440c1670104499c1ad8
Treviso,"Viale della Repubblica, 11, 31100 Treviso , TV","0422/214511, ",45.6687012,12.2248001,https://www.pampanorama.it/punti-vendita/panorama-treviso,"Vicolo XXIV Maggio, 4-6, 31100 Treviso TV, Italy",4-6,Vicolo XXIV Maggio,Treviso,Treviso,Provincia di Treviso,Veneto,Italy,IT,31100.0,45.6685955,12.2252726,67e2d440c1670104499c1add
